event_time,event_type,device_name,src_ip,threat_level,category,attack_function,attack_step,signature,dst_ip,protocol,src_port,dst_port,bytes_sent,bytes_received
2025-03-03 10:02:50,Alert,WxP2_CMA,174.35.65.3,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,51176,80,632,2884
2025-03-03 10:04:41,Alert,WxP2_CMA,174.35.65.3,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,39094,80,632,2060
2025-03-03 10:19:35,Alert,WxP2_CMA,174.35.65.3,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,58024,80,632,2884
2025-03-03 10:23:57,Alert,WxP2_CMA,174.35.58.73,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.244.141,ICMP/unknown,0,0,74,0
2025-03-03 10:25:49,Alert,WxP1_IDS,174.35.74.41,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,10.174.240.172,ICMP/unknown,0,0,60,0
2025-03-03 10:37:35,Alert,WxP1_IDS,10.174.240.211,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.247.226,TCP/ssh,58304,22,334,326
2025-03-03 10:37:35,Alert,WxP1_IDS,10.174.240.211,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.247.226,TCP/ssh,58304,22,416,326
2025-03-03 11:30:58,Alert,WxP2_CMA,174.35.58.65,30,攻击利用,命令执行,初始化访问,HTTP_安全漏洞_Cisco_HyperFlex_HX_命令注入漏洞[CVE-2021-1497][CNNVD-202105-225],10.174.242.48,TCP/http,60825,1999,1930,479
2025-03-03 11:34:18,Alert,WxP2_CMA,174.35.58.65,20,攻击利用,敏感信息泄露,初始化访问,HTTP_SQL错误信息泄露_1,10.174.242.48,TCP/http,60873,1902,9952,37634
2025-03-03 11:41:25,Alert,WxP2_CMA,174.35.58.23,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-03 11:57:16,Alert,WxP2_CMA,10.174.244.11,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.243.231,ICMP/unknown,0,0,98,0
2025-03-03 12:06:52,Alert,WxP2_CMA,174.35.50.163,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,172.17.102.125,ICMP/unknown,0,0,74,0
2025-03-03 12:36:07,Alert,WxP1_IDS,10.174.240.211,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.240.8,TCP/ssh,58432,22,334,322
2025-03-03 12:36:07,Alert,WxP1_IDS,10.174.240.211,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.240.8,TCP/ssh,58432,22,416,322
2025-03-03 12:45:56,Alert,WxP2_CMA,174.35.58.22,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.172.10.1,ICMP/unknown,0,0,74,0
2025-03-03 13:12:58,Alert,WxP2_CMA,174.35.58.73,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.244.64,ICMP/unknown,0,0,74,0
2025-03-03 13:13:04,Alert,WxP2_CMA,174.35.58.73,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.244.141,ICMP/unknown,0,0,74,0
2025-03-03 13:42:51,Alert,WxP2_CMA,174.35.58.23,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-03 13:59:56,Alert,WxP2_CMA,10.174.228.123,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.242.214,ICMP/unknown,0,0,74,0
2025-03-03 14:02:51,Alert,WxP2_CMA,10.174.228.123,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.242.234,ICMP/unknown,0,0,74,0
2025-03-03 14:07:04,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.93,TCP/http,39280,32093,920,1350
2025-03-03 14:08:05,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.93,TCP/http,36022,32093,922,1350
2025-03-03 14:08:58,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.93,TCP/http,43182,32093,846,1070
2025-03-03 14:10:25,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.93,TCP/http,57340,32093,920,1350
2025-03-03 14:16:06,Alert,WxP2_CMA,10.174.228.254,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.81,ICMP/unknown,0,0,294,98
2025-03-03 14:18:39,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,60,0
2025-03-03 15:00:38,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.79,TCP/ssh,50196,22,454,2310
2025-03-03 15:00:38,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.79,TCP/ssh,50196,22,536,2310
2025-03-03 15:01:00,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.229,TCP/ssh,50220,22,528,282
2025-03-03 15:01:00,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.229,TCP/ssh,50220,22,450,282
2025-03-03 15:18:42,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,99720,98820
2025-03-03 15:30:40,Alert,WxP1_IDS,174.35.17.119,20,攻击利用,其它攻击利用,初始化访问,HTTP_可疑行为_文件目录扫描,10.174.240.9,TCP/http,63928,80,526,3090
2025-03-03 15:30:40,Alert,WxP1_IDS,174.35.17.119,30,攻击探测,网络扫描,发现,TCP_网络扫描_NMAP工具_HTTP_扫描,10.174.240.9,TCP/unknown,63928,80,359,132
2025-03-03 15:30:40,Alert,WxP1_IDS,174.35.17.119,20,攻击利用,其它攻击利用,初始化访问,HTTP_可疑行为_文件目录扫描,10.174.240.8,TCP/http,63926,80,526,1104
2025-03-03 15:30:40,Alert,WxP1_IDS,174.35.17.119,30,攻击探测,网络扫描,发现,TCP_网络扫描_NMAP工具_HTTP_扫描,10.174.240.8,TCP/unknown,63926,80,359,132
2025-03-03 16:15:45,Alert,WxP2_CMA,174.35.65.15,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,55988,80,632,2884
2025-03-03 16:16:00,Alert,WxP2_CMA,174.35.65.4,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,54354,80,632,1368
2025-03-03 16:18:45,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,200520,199320
2025-03-03 16:57:22,Alert,WxP2_CMA,174.35.58.23,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-03 17:17:44,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.79,TCP/ssh,57635,22,332,282
2025-03-03 17:17:44,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.79,TCP/ssh,57635,22,412,282
2025-03-03 17:18:16,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.80,TCP/ssh,57663,22,332,282
2025-03-03 17:18:16,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.80,TCP/ssh,57663,22,412,282
2025-03-03 17:18:35,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.229,TCP/ssh,57684,22,332,282
2025-03-03 17:18:35,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.229,TCP/ssh,57684,22,412,282
2025-03-03 17:18:48,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,301320,298080
2025-03-03 18:05:31,Alert,WxP2_CMA,174.35.58.57,30,攻击利用,SQL注入,初始化访问,HTTP_注入攻击_算法_请求体SQL注入,174.35.70.121,TCP/http,61924,3000,447502,7562876
2025-03-03 18:18:51,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,402780,399720
2025-03-03 18:19:17,Alert,WxP2_CMA,10.174.228.254,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.81,ICMP/unknown,0,0,98,98
2025-03-03 18:44:45,Alert,WxP2_CMA,174.35.58.23,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-03 19:01:05,Alert,WxP2_CMA,10.174.228.161,20,攻击利用,命令执行,初始化访问,TCP_提权攻击_Rundll32_命令执行,174.35.64.88,TCP/unknown,51119,20000,45503490,3651193
2025-03-03 19:10:20,Alert,WxP2_CMA,174.35.58.74,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-03 19:14:37,Alert,WxP2_CMA,10.174.228.62,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,ICMP/unknown,0,0,98,0
2025-03-03 19:18:54,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,506160,503280
2025-03-03 20:04:05,Alert,WxP2_CMA,174.35.58.23,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-03 20:10:48,Alert,WxP2_CMA,174.35.58.74,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-03 20:13:24,Alert,WxP1_IDS,174.35.24.23,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.254,ICMP/unknown,0,0,60,0
2025-03-03 20:18:57,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,609240,606240
2025-03-03 21:01:43,Alert,WxP2_CMA,174.35.64.93,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.50,TCP/modbus,47256,502,702,630
2025-03-03 21:01:43,Alert,WxP2_CMA,174.35.64.173,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.106,TCP/modbus,38364,502,522,626
2025-03-03 21:01:43,Alert,WxP2_CMA,174.35.64.95,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.50,TCP/modbus,57904,502,468,646
2025-03-03 21:01:49,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,60,0
2025-03-03 22:01:40,Alert,WxP2_CMA,174.35.64.95,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.106,TCP/modbus,51500,502,858,198
2025-03-03 22:01:40,Alert,WxP2_CMA,174.35.64.173,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.50,TCP/modbus,28689,502,624,634
2025-03-03 22:01:40,Alert,WxP2_CMA,174.35.64.93,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.50,TCP/modbus,34302,502,546,646
2025-03-03 22:01:42,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,60,0
2025-03-03 22:15:24,Alert,WxP1_IDS,174.35.24.23,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.254,ICMP/unknown,0,0,60,0
2025-03-03 23:01:45,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,103740,103800
2025-03-03 23:45:22,Alert,WxP2_CMA,10.174.228.62,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,ICMP/unknown,0,0,98,0
2025-03-04 00:01:49,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,207300,207060
2025-03-04 00:22:31,Alert,WxP2_CMA,174.35.65.33,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,35114,80,632,2126
2025-03-04 00:29:36,Alert,WxP1_IDS,174.35.24.31,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.254,ICMP/unknown,0,0,60,0
2025-03-04 01:01:52,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,311160,311880
2025-03-04 01:13:48,Alert,WxP2_CMA,174.35.58.23,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-04 02:01:55,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,411900,412560
2025-03-04 02:33:09,Alert,WxP2_CMA,174.35.58.23,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-04 02:45:21,Alert,WxP2_CMA,174.35.65.15,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,55904,80,632,2884
2025-03-04 02:48:33,Alert,WxP2_CMA,174.35.65.15,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,49986,80,632,2884
2025-03-04 03:01:59,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,516180,517440
2025-03-04 03:28:33,Alert,WxP2_CMA,10.174.228.68,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,ICMP/unknown,0,0,98,0
2025-03-04 03:43:48,Alert,WxP2_CMA,174.35.58.74,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-04 04:01:44,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.42,ICMP/unknown,0,0,60,0
2025-03-04 04:01:44,Alert,WxP2_CMA,174.35.64.95,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.106,TCP/modbus,51500,502,624,630
2025-03-04 04:01:44,Alert,WxP2_CMA,174.35.64.173,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.50,TCP/modbus,28689,502,624,646
2025-03-04 04:01:44,Alert,WxP2_CMA,174.35.64.93,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.30,TCP/modbus,58116,502,378,310
2025-03-04 04:26:59,Alert,WxP2_CMA,10.174.228.254,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.81,ICMP/unknown,0,0,98,98
2025-03-04 05:01:45,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,103320,103680
2025-03-04 06:01:42,Alert,WxP2_CMA,174.35.64.93,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.50,TCP/modbus,47256,502,780,646
2025-03-04 06:01:42,Alert,WxP2_CMA,174.35.64.95,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.100,TCP/modbus,32968,502,600,630
2025-03-04 06:01:42,Alert,WxP2_CMA,174.35.64.173,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.50,TCP/modbus,28689,502,156,646
2025-03-04 06:01:48,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,60,0
2025-03-04 06:10:40,Alert,WxP1_IDS,174.35.24.30,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.254,ICMP/unknown,0,0,60,0
2025-03-04 06:44:18,Alert,WxP2_CMA,174.35.58.74,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-04 07:01:51,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,103560,103260
2025-03-04 08:01:54,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,207900,206760
2025-03-04 08:03:33,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.95,TCP/http,52168,32093,783,6268
2025-03-04 08:03:35,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.95,TCP/http,52288,32093,783,22764
2025-03-04 08:08:52,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.95,TCP/http,51108,32093,783,14878
2025-03-04 08:08:55,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.95,TCP/http,51216,32093,783,17512
2025-03-04 09:01:57,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,311280,309900
2025-03-04 09:18:51,Alert,WxP1_IDS,174.35.24.24,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.254,ICMP/unknown,0,0,60,0
2025-03-04 09:19:12,Alert,WxP2_CMA,10.174.228.60,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.172,ICMP/unknown,0,0,74,0
2025-03-04 09:25:42,Alert,WxP2_CMA,174.35.58.65,30,攻击利用,SQL注入,初始化访问,HTTP_注入攻击_算法_请求头SQL注入,10.174.242.48,TCP/http,57906,1800,3495,771
2025-03-04 09:25:49,Alert,WxP2_CMA,174.35.58.65,20,攻击利用,敏感信息泄露,初始化访问,HTTP_SQL错误信息泄露_1,10.174.242.48,TCP/http,57916,1999,16502,50407
2025-03-04 09:26:40,Alert,WxP2_CMA,174.35.64.90,20,网络行为,弱口令,初始化访问,HTTP_安全审计_Basic_Authorization空密码,174.35.64.93,TCP/http,51388,32093,1146,1024
2025-03-04 09:28:03,Alert,WxP2_CMA,174.35.58.23,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.59.254,ICMP/unknown,0,0,60,0
2025-03-04 10:02:00,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,415800,413880
2025-03-04 10:05:27,Alert,WxP2_CMA,174.35.58.65,30,攻击利用,SQL注入,初始化访问,HTTP_注入攻击_算法_请求头SQL注入,10.174.242.48,TCP/http,58884,1800,3592,771
2025-03-04 10:13:30,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.74,TCP/ssh,63514,22,334,282
2025-03-04 10:13:30,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.74,TCP/ssh,63514,22,416,282
2025-03-04 10:18:10,Alert,WxP2_CMA,174.35.58.55,20,网络行为,弱口令,初始化访问,HTTP_安全审计_Basic_Authorization空密码,174.35.57.238,TCP/http,53161,44444,3632,239847
2025-03-04 10:20:38,Alert,WxP2_CMA,10.174.243.17,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.54,ICMP/unknown,0,0,74,0
2025-03-04 10:27:27,Alert,WxP2_CMA,174.35.58.55,20,网络行为,弱口令,初始化访问,HTTP_安全审计_Basic_Authorization空密码,174.35.57.238,TCP/http,58492,44444,3829,354837
2025-03-04 10:42:46,Alert,WxP2_CMA,174.35.64.31,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.74.65,TCP/http,43186,9999,1666,10878
2025-03-04 10:43:17,Alert,WxP2_CMA,174.35.58.55,20,网络行为,弱口令,初始化访问,HTTP_安全审计_Basic_Authorization空密码,174.35.57.238,TCP/http,50279,44444,4052,343628
2025-03-04 10:52:05,Alert,WxP2_CMA,10.174.228.54,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.243.18,ICMP/unknown,0,0,98,0
2025-03-04 10:57:04,Alert,WxP2_CMA,10.174.243.18,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.241.25,ICMP/unknown,0,0,74,0
2025-03-04 11:02:03,Alert,WxP2_CMA,174.35.51.20,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.62.25,ICMP/unknown,0,0,518820,516840
