event_time,event_type,device_name,src_ip,threat_level,category,attack_function,attack_step,signature,dst_ip,protocol,src_port,dst_port,bytes_sent,bytes_received
2025-03-09 10:53:01,Alert,WxP2_CMA,174.35.64.182,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.100,ICMP/unknown,0,0,98,0
2025-03-09 10:32:19,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.229,TCP/ssh,62897,22,536,282
2025-03-09 10:32:19,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.229,TCP/ssh,62897,22,454,282
2025-03-09 10:32:16,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.80,TCP/ssh,62893,22,454,282
2025-03-09 10:32:16,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.80,TCP/ssh,62893,22,536,282
2025-03-09 10:24:31,Alert,WxP2_CMA,10.174.228.62,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,ICMP/unknown,0,0,98,0
2025-03-09 10:11:53,Alert,WxP2_CMA,10.174.228.68,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,ICMP/unknown,0,0,98,0
2025-03-09 10:10:03,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.187,TCP/ssh,61723,22,450,282
2025-03-09 10:10:03,Alert,WxP2_CMA,10.174.228.60,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,10.174.228.187,TCP/ssh,61723,22,528,282
2025-03-09 09:56:49,Alert,WxP2_CMA,174.35.65.33,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,47656,80,632,2060
2025-03-09 07:48:58,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.95,TCP/http,51312,32093,786,17658
2025-03-09 07:45:54,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.95,TCP/http,35018,32093,783,17512
2025-03-09 07:45:51,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.95,TCP/http,47716,32093,783,17780
2025-03-09 07:40:14,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.95,TCP/http,51248,32093,783,14872
2025-03-09 07:40:12,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.95,TCP/http,45624,32093,783,17512
2025-03-09 06:02:44,Alert,WxP2_CMA,174.35.64.93,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.30,TCP/modbus,58116,502,157560,170134
2025-03-09 06:01:44,Alert,WxP2_CMA,174.35.64.173,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.50,TCP/modbus,28689,502,468,646
2025-03-09 06:01:44,Alert,WxP2_CMA,174.35.64.95,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.50,TCP/modbus,57904,502,468,646
2025-03-09 06:01:44,Alert,WxP2_CMA,174.35.64.93,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.50,TCP/modbus,34302,502,468,646
2025-03-09 04:56:30,Alert,WxP2_CMA,174.35.65.10,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,50816,80,632,2060
2025-03-09 04:52:13,Alert,WxP2_CMA,174.35.65.17,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,57492,80,632,2060
2025-03-09 04:51:55,Alert,WxP2_CMA,174.35.65.8,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,47804,80,632,2884
2025-03-09 04:48:52,Alert,WxP2_CMA,174.35.65.13,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,32978,80,632,2060
2025-03-09 04:47:10,Alert,WxP2_CMA,174.35.65.17,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,58428,80,632,1796
2025-03-09 04:46:51,Alert,WxP2_CMA,174.35.65.18,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,35850,80,632,2060
2025-03-09 04:43:13,Alert,WxP2_CMA,174.35.65.14,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,58548,80,632,1796
2025-03-09 04:42:50,Alert,WxP2_CMA,174.35.65.18,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,48100,80,632,2060
2025-03-09 04:42:00,Alert,WxP2_CMA,174.35.65.19,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,36104,80,632,1384
2025-03-09 04:41:38,Alert,WxP2_CMA,174.35.65.7,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,42984,80,632,2884
2025-03-09 04:33:10,Alert,WxP2_CMA,174.35.65.14,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,54148,80,632,2884
2025-03-09 04:32:13,Alert,WxP2_CMA,174.35.65.8,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,42320,80,632,1912
2025-03-09 04:30:38,Alert,WxP2_CMA,174.35.65.3,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,53254,80,632,2060
2025-03-09 04:30:22,Alert,WxP2_CMA,174.35.65.5,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,49808,80,632,2060
2025-03-09 04:30:21,Alert,WxP2_CMA,174.35.65.16,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,41896,80,632,2884
2025-03-09 04:30:20,Alert,WxP2_CMA,174.35.65.15,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,57082,80,500,2884
2025-03-09 04:30:19,Alert,WxP2_CMA,174.35.65.9,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,53480,80,632,2884
2025-03-09 04:30:16,Alert,WxP2_CMA,174.35.65.19,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,45000,80,632,2060
2025-03-09 04:30:16,Alert,WxP2_CMA,174.35.65.7,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,54676,80,632,2060
2025-03-09 04:30:14,Alert,WxP2_CMA,174.35.65.13,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,39096,80,632,2884
2025-03-09 04:30:14,Alert,WxP2_CMA,174.35.65.44,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,50884,80,632,2588
2025-03-09 04:30:13,Alert,WxP2_CMA,174.35.65.8,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,53698,80,632,2060
2025-03-09 04:30:10,Alert,WxP2_CMA,174.35.65.35,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,42176,80,632,2060
2025-03-09 04:30:09,Alert,WxP2_CMA,174.35.65.17,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,48284,80,632,2884
2025-03-09 04:30:06,Alert,WxP2_CMA,174.35.65.49,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,37202,80,632,2736
2025-03-09 04:29:59,Alert,WxP2_CMA,174.35.65.14,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,35200,80,632,2736
2025-03-09 04:29:55,Alert,WxP2_CMA,174.35.65.40,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,40664,80,896,3346
2025-03-09 04:29:53,Alert,WxP2_CMA,174.35.65.18,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,36032,80,632,2736
2025-03-09 04:29:53,Alert,WxP2_CMA,174.35.65.42,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,35568,80,632,2884
2025-03-09 04:29:46,Alert,WxP2_CMA,174.35.65.33,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,54332,80,632,2060
2025-03-09 04:20:43,Alert,WxP2_CMA,174.35.64.31,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,172.16.41.181,ICMP/unknown,0,0,98,0
2025-03-09 04:00:24,Alert,WxP2_CMA,174.35.65.3,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,57148,80,632,2060
2025-03-09 03:21:05,Alert,WxP2_CMA,174.35.65.16,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,60326,80,632,2884
2025-03-09 03:20:52,Alert,WxP2_CMA,174.35.65.9,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,51852,80,632,2884
2025-03-09 03:08:27,Alert,WxP2_CMA,174.35.64.32,20,攻击利用,目录遍历,初始化访问,HTTP_信息泄露_服务器开启目录浏览功能,174.35.65.8,TCP/http,54297,5000,2050,101728
2025-03-09 02:56:45,Alert,WxP2_CMA,174.35.65.3,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,45980,80,632,2060
2025-03-09 02:56:37,Alert,WxP2_CMA,174.35.65.7,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,36546,80,632,2884
2025-03-09 02:56:34,Alert,WxP2_CMA,174.35.65.16,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,33810,80,632,1516
2025-03-09 02:56:33,Alert,WxP2_CMA,174.35.65.9,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,48578,80,632,2060
2025-03-09 02:56:33,Alert,WxP2_CMA,174.35.65.14,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,54300,80,632,2060
2025-03-09 02:56:29,Alert,WxP2_CMA,174.35.65.8,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,46242,80,632,2060
2025-03-09 02:56:25,Alert,WxP2_CMA,174.35.65.13,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,36628,80,632,2884
2025-03-09 02:56:19,Alert,WxP2_CMA,174.35.65.17,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,34274,80,632,2060
2025-03-09 02:56:16,Alert,WxP2_CMA,174.35.65.49,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,50530,80,632,2060
2025-03-09 02:56:14,Alert,WxP2_CMA,174.35.65.10,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,39570,80,632,2884
2025-03-09 02:56:06,Alert,WxP2_CMA,174.35.65.40,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,59594,80,632,1912
2025-03-09 02:56:05,Alert,WxP2_CMA,174.35.65.18,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,53118,80,632,2950
2025-03-09 02:56:03,Alert,WxP2_CMA,174.35.65.5,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,51758,80,632,2884
2025-03-09 02:53:39,Alert,WxP2_CMA,174.35.65.4,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,55098,80,632,2060
2025-03-09 02:53:18,Alert,WxP2_CMA,174.35.65.22,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,34456,80,632,2060
2025-03-09 02:52:52,Alert,WxP2_CMA,174.35.65.39,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,37856,80,632,2060
2025-03-09 02:52:42,Alert,WxP2_CMA,174.35.65.6,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,53330,80,632,2060
2025-03-09 02:51:56,Alert,WxP2_CMA,174.35.65.34,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,57780,80,632,2060
2025-03-09 02:19:02,Alert,WxP2_CMA,174.35.65.40,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,54260,80,632,2884
2025-03-09 02:18:25,Alert,WxP2_CMA,174.35.65.9,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,36646,80,632,2884
2025-03-09 02:12:13,Alert,WxP2_CMA,174.35.65.9,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,56882,80,632,2060
2025-03-09 00:03:28,Alert,WxP2_CMA,10.174.228.254,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.81,ICMP/unknown,0,0,98,98
2025-03-08 21:55:42,Alert,WxP2_CMA,174.35.65.13,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,41414,80,632,1384
2025-03-08 19:40:23,Alert,WxP2_CMA,10.174.228.60,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.105,ICMP/unknown,0,0,74,0
2025-03-08 18:16:29,Alert,WxP2_CMA,174.35.58.57,30,攻击利用,SQL注入,初始化访问,HTTP_注入攻击_算法_请求体SQL注入,174.35.70.121,TCP/http,65227,3000,382400,9561322
2025-03-08 18:01:41,Alert,WxP2_CMA,174.35.64.95,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.50,TCP/modbus,57904,502,702,646
2025-03-08 18:01:41,Alert,WxP2_CMA,174.35.64.173,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.30,TCP/modbus,30891,502,546,598
2025-03-08 18:01:41,Alert,WxP2_CMA,174.35.64.93,20,网络行为,其它行为审计,初始化访问,TCP_安全审计_Modbus_Client_读写PLC,174.35.72.30,TCP/modbus,36300,502,546,646
2025-03-08 17:58:30,Alert,WxP2_CMA,174.35.58.57,30,攻击利用,SQL注入,初始化访问,HTTP_注入攻击_算法_请求体SQL注入,174.35.70.121,TCP/http,65130,3000,343196,3729610
2025-03-08 17:18:15,Alert,WxP2_CMA,174.35.65.9,20,可疑行为,其它可疑行为,初始化访问,HTTP_可疑行为_curl工具_远程访问,174.35.64.31,TCP/http,54262,80,632,2060
2025-03-08 17:17:30,Alert,WxP2_CMA,174.35.73.230,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.35.77.129,TCP/ssh,47948,22,490,322
2025-03-08 17:17:30,Alert,WxP2_CMA,174.35.73.230,20,可疑行为,其它可疑行为,初始化访问,TCP_协议握手_SSH连接,174.35.77.129,TCP/ssh,47948,22,568,322
2025-03-08 16:52:11,Alert,WxP1_IDS,174.35.24.66,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.254,ICMP/unknown,0,0,60,0
2025-03-08 12:54:16,Alert,WxP1_IDS,174.35.24.40,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.254,ICMP/unknown,0,0,60,0
2025-03-08 11:57:14,Alert,WxP2_CMA,10.174.244.11,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.243.231,ICMP/unknown,0,0,98,0
2025-03-08 11:53:18,Alert,WxP2_CMA,10.174.228.62,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,ICMP/unknown,0,0,98,0
2025-03-08 08:51:11,Alert,WxP2_CMA,10.174.228.68,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,ICMP/unknown,0,0,98,0
2025-03-08 08:46:51,Alert,WxP1_IDS,174.35.24.8,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,174.35.24.254,ICMP/unknown,0,0,60,0
2025-03-08 08:43:09,Alert,WxP2_CMA,174.35.68.84,20,攻击探测,网络扫描,初始化访问,TCP_网络扫描_nmap_icmp扫描,120.53.250.89,ICMP/unknown,0,0,60,0
2025-03-08 08:09:48,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.95,TCP/http,57584,32093,786,17512
2025-03-08 08:09:45,Alert,WxP2_CMA,174.35.64.90,20,攻击利用,敏感信息泄露,初始化访问,HTTP_信息泄露_Node_Exporter_metrics_主机信息泄露,174.35.64.95,TCP/http,57566,32093,783,1876
2025-03-08 07:22:31,Alert,WxP2_CMA,10.174.228.62,20,攻击探测,其它攻击探测,初始化访问,TCP_网络扫描_ICMP探测,10.174.228.254,ICMP/unknown,0,0,98,0
